Hs-PLTP,2000,1000,T101393-PLTP,"p1@PLTP"
rank,ID,Fabs,Frel,association_with_transcript,entrezgene_id,hgnc_id,uniprot_id,gene_name,description,type
1,T011776,t101393,2,008.0000,1.0,p1@ADAMTS15,170689,16305,Q8TE58,ADAMTS15,"ADAM metallopeptidase with thrombospondin type 1 motif 15","gene with protein product"
645,T080588,t101393,1,120.0000,0.558603491272,p11@ADORA3,140,268,,ADORA3,"adenosine A3 receptor","gene with protein product"
646,T101393,t170600,1,119.0000,0.556993529119,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
647,T080586,t101393,1,119.0000,0.55671641791,p7@ADORA3,140,268,,ADORA3,"adenosine A3 receptor","gene with protein product"
648,T012924,t101393,1,116.0000,0.556331006979,p40@IGF2,3481,5466,P01344,IGF2,"insulin like growth factor 2","gene with protein product"
649,T101393,t111632,1,115.0000,0.554174950298,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
650,T009759,t101393,1,112.0000,0.553784860558,p5@DLAT,1737,2896,"E9PKC7,F5H0X9",DLAT,"dihydrolipoamide S-acetyltransferase","gene with protein product"
651,T101393,t119115,1,109.0000,0.553117206983,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
652,T101393,t194098,1,110.0000,0.553064275037,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
653,T101393,t141781,1,108.0000,0.551792828685,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
654,T101393,t198164,1,109.0000,0.551466931875,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
655,T002014,t101393,1,105.0000,0.549751243781,p1@BUB3,9184,1151,"O43684,B4DDM6",BUB3,"BUB3, mitotic checkpoint protein","gene with protein product"
656,T071169,t101393,1,101.0000,0.548853439681,p1@OCEL1,79629,26221,Q9H607,OCEL1,"occludin/ELL domain containing 1","gene with protein product"
657,T023576,t101393,1,100.0000,0.548354935194,p3@MGST1,4257,7061,"F5H760,P10620",MGST1,"microsomal glutathione S-transferase 1","gene with protein product"
658,T101393,t153726,1,102.0000,0.546898263027,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
659,T090853,t101393,1,098.0000,0.546540567446,p12@C1QB,713,1242,P02746,C1QB,"complement C1q B chain","gene with protein product"
660,T101393,t152194,1,093.0000,0.545137157107,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
661,T013407,t101393,1,088.0000,0.542914171657,p4@CARS,833,1493,,CARS,"cysteinyl-tRNA synthetase","gene with protein product"
662,T101393,t121987,1,084.0000,0.539571926332,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
663,T038628,t101393,1,083.0000,0.539342629482,p5@NID2,22795,13389,,NID2,"nidogen 2","gene with protein product"
664,T054182,t101393,1,080.0000,0.536779324056,p16@MAF,4094,6776,O75444,MAF,"MAF bZIP transcription factor","gene with protein product"
665,T101393,t191054,1,072.0000,0.534130543099,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
666,T013109,t101393,1,068.0000,0.532402791625,p1@SIRT3,23410,14931,"E9PN58,E9PK80,E9PIT6,B7WNN4,E9PM75",SIRT3,"sirtuin 3","gene with protein product"
667,T058581,t101393,1,065.0000,0.531702446331,p3@LEPREL4,10609,16946,Q92791,P3H4,"prolyl 3-hydroxylase family member 4 (non-enzymatic)","gene with protein product"
668,T012964,t101393,1,064.0000,0.530408773679,p19@IGF2,3481,5466,P01344,IGF2,"insulin like growth factor 2","gene with protein product"
669,T017536,t101393,1,063.0000,0.52859273993,p14@POLD4,57804,14106,,POLD4,"DNA polymerase delta 4, accessory subunit","gene with protein product"
670,T101393,t135913,1,062.0000,0.528358208955,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
671,T026799,t101393,1,060.0000,0.52762568442,p5@PPP1R1A,5502,9286,"Q13522,E7ENB4",PPP1R1A,"protein phosphatase 1 regulatory inhibitor subunit 1A","gene with protein product"
672,T055960,t101393,1,061.0000,0.527598209846,p20@PEMT,10400,8830,A8MZ66,PEMT,"phosphatidylethanolamine N-methyltransferase","gene with protein product"
673,T101393,t150966,1,054.0000,0.525161933234,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
674,T101393,t172185,1,053.0000,0.523620089508,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
675,T051243,t101393,1,048.0000,0.522693266833,p1@ZNF843,283933,28710,Q8N446,ZNF843,"zinc finger protein 843","gene with protein product"
676,T076927,t101393,1,050.0000,0.522128294381,p2@TBC1D17,79735,25699,,TBC1D17,"TBC1 domain family member 17","gene with protein product"
677,T012959,t101393,1,046.0000,0.520657043305,p52@IGF2,3481,5466,P01344,IGF2,"insulin like growth factor 2","gene with protein product"
678,T080593,t101393,1,045.0000,0.520159283225,p3@ADORA3,140,268,,ADORA3,"adenosine A3 receptor","gene with protein product"
679,T101393,t171195,1,041.0000,0.519201995012,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
680,T057418,t101393,1,042.0000,0.518407960199,p3@CCL18,6362,10616,P55774,CCL18,"C-C motif chemokine ligand 18","gene with protein product"
681,T079285,t101393,1,039.0000,0.517688091679,p1@CD209,30835,1641,"Q9NNX6,G5E9C4,F5H0Y7,B2R907,B4E2A8",CD209,"CD209 molecule","gene with protein product"
682,T064774,t101393,1,037.0000,0.516691579472,p2@ALOX15B,247,434,O15296,ALOX15B,"arachidonate 15-lipoxygenase, type B","gene with protein product"
683,T101393,t197992,1,033.0000,0.515726410384,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
684,T093392,t101393,1,035.0000,0.515438247012,p16@COL16A1,1307,2193,,COL16A1,"collagen type XVI alpha 1 chain","gene with protein product"
685,T071816,t101393,1,036.0000,0.515422885572,p2@NR2C2AP,126382,30763,,NR2C2AP,"nuclear receptor 2C2 associated protein","gene with protein product"
686,T101393,t128635,1,032.0000,0.513944223108,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
687,T049245,t101393,1,031.0000,0.51370204285,p1@ABCC1,4363,51,P33527,ABCC1,"ATP binding cassette subfamily C member 1","gene with protein product"
688,T020860,t101393,1,030.0000,0.513203786746,p1@MVK,4598,7530,"Q03426,F5H368,F5H163",MVK,"mevalonate kinase","gene with protein product"
689,T101393,t128533,1,031.0000,0.513190642111,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
690,T012929,t101393,1,028.0000,0.512462612164,p23@IGF2,3481,5466,P01344,IGF2,"insulin like growth factor 2","gene with protein product"
691,T028706,t101393,1,030.0000,0.512437810945,p4@ATN1,1822,3033,P54259,ATN1,"atrophin 1","gene with protein product"
692,T001402,t101393,1,026.0000,0.51146560319,p1@ECHDC3,79746,23489,"Q96DC8,Q5W0J8",ECHDC3,"enoyl-CoA hydratase domain containing 3","gene with protein product"
693,T090851,t101393,1,023.0000,0.510733899151,p16@C1QB,713,1242,,C1QB,"complement C1q B chain","gene with protein product"
694,T101393,t141927,1,025.0000,0.509950248756,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
695,T050917,t101393,1,021.0000,0.509481037924,p3@ZNF688,146542,30489,,ZNF688,"zinc finger protein 688","gene with protein product"
696,T027210,t101393,1,024.0000,0.509452736318,p2@PTGES3,10728,16049,,PTGES3,"prostaglandin E synthase 3","gene with protein product"
697,T073297,t101393,1,024.0000,0.509199403282,p2@PSENEN,55851,30100,Q9NZ42,PSENEN,"presenilin enhancer gamma-secretase subunit","gene with protein product"
698,T015401,t101393,1,019.0000,0.507722969606,p2@MS4A4A,51338,13371,"Q96JQ5,Q4JF27",MS4A4A,"membrane spanning 4-domains A4A","gene with protein product"
699,T030967,t101393,1,018.0000,0.506972111554,p5@ZIC2,7546,12873,O95409,ZIC2,"Zic family member 2","gene with protein product"
700,T101393,t118723,1,016.0000,0.506733167082,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
701,T015389,t101393,1,016.0000,0.506733167082,p16@MS4A6A,64231,13375,Q9H2W1,MS4A6A,"membrane spanning 4-domains A6A","gene with protein product"
702,T101393,t165108,1,017.0000,0.506726457399,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
703,T101393,t121600,1,016.0000,0.506228201295,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
704,T101393,t111375,1,016.0000,0.505976095618,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
705,T101393,t101553,1,014.0000,0.505735660848,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
706,T091716,t101393,1,009.0000,0.50274040857,p1@HMGCL,3155,5005,"B4DUP4,F5GYT9",HMGCL,"3-hydroxymethyl-3-methylglutaryl-CoA lyase","gene with protein product"
707,T101393,t172168,1,009.0000,0.502490039841,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
708,T080587,t101393,1,003.0000,0.499501992032,p8@ADORA3,140,268,,ADORA3,"adenosine A3 receptor","gene with protein product"
709,T062678,t101393,999.0000,0.499250374813,p1@CDC42EP4,23580,17147,"Q9H3Q1,B3KUS7,B2R6D8",CDC42EP4,"CDC42 effector protein 4","gene with protein product"
710,T064236,t101393,1,002.0000,0.499003984064,p5@C1QTNF1,114897,14324,Q9BXJ1,C1QTNF1,"C1q and tumor necrosis factor related protein 1","gene with protein product"
711,T101393,t191971,1,001.0000,0.498505976096,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
712,T037278,t101393,1,002.0000,0.498011928429,"p1@DHRS4L2,p1@DHRS4","10901,317749","16985,19731","E2QRI3,E2QRL8,F5GWZ1,Q9BTZ2",DHRS4,"dehydrogenase/reductase 4","gene with protein product"
713,T079923,t101393,997.0000,0.495526838966,p1@PGD,5226,8891,"P52209,F5H7U0,F5H0L3",PGD,"phosphogluconate dehydrogenase","gene with protein product"
714,T069561,t101393,990.0000,0.494011976048,p2@KEAP1,9817,23177,Q14145,KEAP1,"kelch like ECH associated protein 1","gene with protein product"
715,T101393,t125058,987.0000,0.492269326683,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
716,T048586,t101393,985.0000,0.491026919242,p1@DEXI,28955,13267,O95424,DEXI,"Dexi homolog","gene with protein product"
717,T101393,t121587,983.0000,0.489541832669,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
718,T101393,t157936,985.0000,0.489319423746,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
719,T101393,t125711,984.0000,0.489308801591,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
720,T101393,t147302,981.0000,0.488789237668,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
721,T057316,t101393,981.0000,0.488302638128,p4@ASPA,443,756,"P45381,Q6FH48",ASPA,aspartoacylase,"gene with protein product"
722,T089175,t101393,982.0000,0.48782911078,p2@HSD11B1,3290,5208,P28845,HSD11B1,"hydroxysteroid 11-beta dehydrogenase 1","gene with protein product"
723,T018656,t101393,976.0000,0.48629795715,p3@TSKU,25987,28850,"Q8WUA8,B3KRF9",TSKU,"tsukushi, small leucine rich proteoglycan","gene with protein product"
724,T045584,t101393,976.0000,0.485089463221,p1@CILP,8483,1980,O75339,CILP,"cartilage intermediate layer protein","gene with protein product"
725,T031326,t101393,976.0000,0.48460774578,p17@COL4A1,1282,2202,P02462,COL4A1,"collagen type IV alpha 1 chain","gene with protein product"
726,T093456,t101393,973.0000,0.484561752988,p7@TXLNA,200081,30685,P40222,TXLNA,"taxilin alpha","gene with protein product"
727,T060494,t101393,972.0000,0.484304932735,p1@ACSF2,80221,26101,B4DHT5,ACSF2,"acyl-CoA synthetase family member 2","gene with protein product"
728,T084480,t101393,970.0000,0.484031936128,p3@PEX19,5824,9713,"Q5QNY5,E9PS71",PEX19,"peroxisomal biogenesis factor 19","gene with protein product"
729,T101393,t166510,973.0000,0.483358171883,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
730,T063508,t101393,965.0000,0.480577689243,p4@CYGB,114757,16505,Q8WWM9,CYGB,cytoglobin,"gene with protein product"
731,T101393,t145271,962.0000,0.479561316052,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
732,T101393,t190441,960.0000,0.478802992519,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
733,T076224,t101393,955.0000,0.476071784646,p7@SEPW1,6415,10752,"F8WB74,P63302",SELENOW,"selenoprotein W","gene with protein product"
734,T025873,t101393,952.0000,0.473867595819,p8@METTL7A,25840,24550,Q9H8H3,METTL7A,"methyltransferase like 7A","gene with protein product"
735,T099941,t101393,951.0000,0.473605577689,p5@NRSN2,80023,16229,,NRSN2,"neurensin 2","gene with protein product"
736,T007346,t101393,952.0000,0.473396320239,p2@ZCCHC24,219654,26911,Q8N2G6,ZCCHC24,"zinc finger CCHC-type containing 24","gene with protein product"
737,T101393,t138740,950.0000,0.473343298455,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
738,T062681,t101393,951.0000,0.472899055196,p2@DVL2,1856,3086,O14641,DVL2,"dishevelled segment polarity protein 2","gene with protein product"
739,T100591,t101393,947.0000,0.470909995027,p2@KIAA1755,85449,29372,"Q5JYT7,E9PFS1",KIAA1755,KIAA1755,"gene with protein product"
740,T101393,t133794,940.0000,0.468360737419,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
741,T101393,t128679,939.0000,0.468095712861,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
742,T058840,t101393,939.0000,0.467396714783,p2@RAMP2,10266,9844,O60895,RAMP2,"receptor activity modifying protein 2","gene with protein product"
743,T069704,t101393,935.0000,0.466101694915,p2@GPX4,2879,4556,P36969,GPX4,"glutathione peroxidase 4","gene with protein product"
744,T101393,t198183,935.0000,0.465637450199,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
745,T101393,t189517,937.0000,0.465243296922,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
746,T101393,t130142,930.0000,0.463840399002,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
747,T011642,t101393,933.0000,0.463717693837,p2@KCNJ5,3762,6266,P48544,KCNJ5,"potassium voltage-gated channel subfamily J member 5","gene with protein product"
748,T055181,t101393,921.0000,0.458208955224,p3@DPEP1,1800,3002,P16444,DPEP1,"dipeptidase 1 (renal)","gene with protein product"
749,T094096,t101393,918.0000,0.456943753111,p7@C1orf122,127687,24789,,C1orf122,"chromosome 1 open reading frame 122","gene with protein product"
750,T036299,t101393,919.0000,0.45675944334,p4@RNASE4,6038,10047,P34096,RNASE4,"ribonuclease A family member 4","gene with protein product"
751,T101393,t123115,914.0000,0.455860349127,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
752,T082886,t101393,911.0000,0.454137587238,p7@NPR1,4881,7943,P16066,NPR1,"natriuretic peptide receptor 1","gene with protein product"
753,T053095,t101393,912.0000,0.453731343284,p4@HSD11B2,3291,5209,P80365,HSD11B2,"hydroxysteroid 11-beta dehydrogenase 2","gene with protein product"
754,T090857,t101393,913.0000,0.453551912568,p17@C1QB,713,1242,P02746,C1QB,"complement C1q B chain","gene with protein product"
755,T075748,t101393,906.0000,0.451420029895,p2@SIX5,147912,10891,Q8N196,SIX5,"SIX homeobox 5","gene with protein product"
756,T101393,t109778,901.0000,0.448928749377,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
757,T087805,t101393,898.0000,0.447880299252,p6@NAV1,89796,15989,"F8W780,Q8NEY1",NAV1,"neuron navigator 1","gene with protein product"
758,T101393,t194375,898.0000,0.446766169154,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
759,T004722,t101393,898.0000,0.446766169154,p6@DIP2C,22982,29150,,DIP2C,"disco interacting protein 2 homolog C","gene with protein product"
760,T101393,t166171,896.0000,0.44666001994,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
761,T083289,t101393,897.0000,0.446046742914,p7@FAM189B,10712,1233,Q96AD8,FAM189B,"family with sequence similarity 189 member B","gene with protein product"
762,T101393,t114513,895.0000,0.445939212755,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
763,T087555,t101393,894.0000,0.445663010967,p3@NBL1,4681,7650,P41271,NBL1,"neuroblastoma 1, DAN family BMP antagonist","gene with protein product"
764,T079282,t101393,894.0000,0.445440956652,p2@CD209,30835,1641,,CD209,"CD209 molecule","gene with protein product"
765,T018419,t101393,894.0000,0.445219123506,p1@CHRDL2,25884,24168,Q6WN34,CHRDL2,"chordin like 2","gene with protein product"
766,T056942,t101393,893.0000,0.444942700548,p6@ADAP2,55803,16487,,ADAP2,"ArfGAP with dual PH domains 2","gene with protein product"
767,T013389,t101393,891.0000,0.443946188341,p4@NAP1L4,4676,7640,C9J6D1,NAP1L4,"nucleosome assembly protein 1 like 4","gene with protein product"
768,T084493,t101393,891.0000,0.44328358209,p1@NCSTN,23385,17091,"Q5T209,Q5T210,F6Y097",NCSTN,nicastrin,"gene with protein product"
769,T046373,t101393,891.0000,0.44262295082,p7@ISLR,3671,6133,,ISLR,"immunoglobulin superfamily containing leucine rich repeat","gene with protein product"
770,T101393,t150571,883.0000,0.439085032322,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
771,T101393,t151240,882.0000,0.438805970149,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
772,T101393,t164081,879.0000,0.438622754491,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
773,T020793,t101393,878.0000,0.438123752495,p7@UNG,7374,12572,Q6FHS8,UNG,"uracil DNA glycosylase","gene with protein product"
774,T074310,t101393,880.0000,0.438028870085,p3@PLD3,23646,17158,Q8IV08,PLD3,"phospholipase D family member 3","gene with protein product"
775,T018461,t101393,878.0000,0.436815920398,p2@SLCO2B1,11309,10962,"E9PPJ4,E9PRW4",SLCO2B1,"solute carrier organic anion transporter family member 2B1","gene with protein product"
