Hs-PRMT7,2000,1000,T053289-PRMT7,"p3@PRMT7"
rank,ID,Fabs,Frel,association_with_transcript,entrezgene_id,hgnc_id,uniprot_id,gene_name,description,type
1,T048426,t053289,2,007.0000,1.0,p29@IGF1R,3480,5465,,IGF1R,"insulin like growth factor 1 receptor","gene with protein product"
500,T053289,t062715,1,165.0000,0.580468360737,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
501,T053289,t183062,1,164.0000,0.5796812749,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
502,T053289,t164793,1,159.0000,0.57719123506,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
503,T053289,t057123,1,157.0000,0.575908412145,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
504,T022496,t053289,1,152.0000,0.574850299401,p4@RILPL1,353116,26814,Q5EBL4,RILPL1,"Rab interacting lysosomal protein like 1","gene with protein product"
505,T053289,t092232,1,152.0000,0.574563591022,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
506,T021994,t053289,1,153.0000,0.574203187251,p1@UNC119B,84747,16488,A6NIH7,UNC119B,"unc-119 lipid binding chaperone B","gene with protein product"
507,T049716,t053289,1,149.0000,0.573639540689,p1@NTHL1,4913,8028,"P78549,E5KTI5",NTHL1,"nth like DNA glycosylase 1","gene with protein product"
508,T053289,t184742,1,151.0000,0.573492775286,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
509,T053289,t093921,1,151.0000,0.572921851667,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
510,T053289,t060001,1,149.0000,0.571357533565,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
511,T036526,t053289,1,146.0000,0.571001494768,p1@SALL2,6297,10526,"E7EW59,F5H433",SALL2,"spalt like transcription factor 2","gene with protein product"
512,T053289,t086598,1,145.0000,0.568802781918,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
513,T053289,t163667,1,142.0000,0.5675944334,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
514,T053289,t087662,1,139.0000,0.565541211519,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
515,T021930,t053289,1,136.0000,0.565174129353,p6@MSI1,4440,7330,,MSI1,"musashi RNA binding protein 1","gene with protein product"
516,T053289,t089506,1,137.0000,0.565109343936,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
517,T053289,t134188,1,133.0000,0.56480558325,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
518,T053289,t078415,1,136.0000,0.56433184302,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
519,T053289,t186201,1,130.0000,0.563872255489,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
520,T053289,t173748,1,133.0000,0.56368159204,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
521,T053289,t076778,1,132.0000,0.562904027847,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
522,T053289,t076792,1,126.0000,0.561316051844,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
523,T053289,t144915,1,124.0000,0.559760956175,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
524,T034099,t053289,1,121.0000,0.558823529412,p11@DACH1,1602,2663,Q9UI36,DACH1,"dachshund family transcription factor 1","gene with protein product"
525,T053289,t116905,1,122.0000,0.557931377424,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
526,T053289,t168331,1,119.0000,0.557826520439,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
527,T053289,t141943,1,117.0000,0.556274900398,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
528,T014305,t053289,1,118.0000,0.555114200596,p7@ALX4,60529,450,Q9H161,ALX4,"ALX homeobox 4","gene with protein product"
529,T053289,t169113,1,116.0000,0.554947787171,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
530,T053289,t116499,1,112.0000,0.553784860558,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
531,T053289,t126233,1,108.0000,0.552618453865,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
532,T015477,t053289,1,110.0000,0.55223880597,p4@PRPF19,27339,17896,,PRPF19,"pre-mRNA processing factor 19","gene with protein product"
533,T053289,t055718,1,107.0000,0.549379652605,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
534,T053289,t174008,1,104.0000,0.549253731343,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
535,T045138,t053289,1,100.0000,0.548628428928,p3@FOXB1,27023,3799,,FOXB1,"forkhead box B1","gene with protein product"
536,T053289,t191846,1,100.0000,0.548628428928,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
537,T053289,t128574,1,100.0000,0.548354935194,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
538,T053289,t076904,1,097.0000,0.546859421735,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
539,T053289,t190901,1,096.0000,0.545545047287,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
540,T006333,t053289,1,094.0000,0.545092177379,p1@H2AFY2,55506,14453,Q5SQT3,H2AFY2,"H2A histone family member Y2","gene with protein product"
541,T017639,t053289,1,095.0000,0.545047287208,p4@GSTP1,2950,4638,A8MX94,GSTP1,"glutathione S-transferase pi 1","gene with protein product"
542,T003390,t053289,1,096.0000,0.544731610338,p1@C10orf114,399726,31448,Q5T4H9,CASC10,"cancer susceptibility candidate 10","gene with protein product"
543,T053289,t163576,1,089.0000,0.542871385842,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
544,T053289,t121395,1,084.0000,0.540918163673,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
545,T045850,t053289,1,085.0000,0.540338645418,p6@FEM1B,10116,3649,Q9UK73,FEM1B,"fem-1 homolog B","gene with protein product"
546,T038827,t053289,1,085.0000,0.540338645418,p6@SOCS4,122809,19392,"Q5H9R6,Q8WXH5",SOCS4,"suppressor of cytokine signaling 4","gene with protein product"
547,T053289,t185070,1,086.0000,0.540298507463,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
548,T053289,t059212,1,083.0000,0.540149625935,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
549,T053289,t077688,1,082.0000,0.539650872818,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
550,T001196,t053289,1,080.0000,0.538653366584,p2@TCF7L2,6934,11641,"Q5VVR8,Q9NQB0",TCF7L2,"transcription factor 7 like 2","gene with protein product"
551,T053289,t132279,1,076.0000,0.536390827517,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
552,T053289,t100444,1,071.0000,0.533632286996,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
553,T014128,t053289,1,072.0000,0.533333333333,p2@PGAP2,27315,17893,"E9PQ19,E9PKT0,E9PPF7,Q9UHJ9",PGAP2,"post-GPI attachment to proteins 2","gene with protein product"
554,T053289,t079382,1,072.0000,0.533333333333,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
555,T013487,t053289,1,068.0000,0.53187250996,p32@PAX6,5080,8620,,PAX6,"paired box 6","gene with protein product"
556,T035855,t053289,1,065.0000,0.529587270015,p3@MTA1,9112,7410,,MTA1,"metastasis associated 1","gene with protein product"
557,T053289,t060203,1,062.0000,0.529411764706,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
558,T053289,t093578,1,060.0000,0.52762568442,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
559,T053289,t200393,1,062.0000,0.527308838133,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
560,T053289,t103835,1,051.0000,0.523667164923,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
561,T005546,t053289,1,050.0000,0.523168908819,p2@SLC16A9,220963,23520,Q7RTY1,SLC16A9,"solute carrier family 16 member 9","gene with protein product"
562,T000549,t053289,1,051.0000,0.522106308992,p1@AS3MT,57412,17452,"Q0VDK3,Q9HBK9",AS3MT,"arsenite methyltransferase","gene with protein product"
563,T053289,t063438,1,047.0000,0.521674140508,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
564,T026560,t053289,1,047.0000,0.521674140508,p24@ATP5G2,517,842,,ATP5G2,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit C2 (subunit 9)","gene with protein product"
565,T053289,t059951,1,040.0000,0.51689860835,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
566,T053289,t183290,1,032.0000,0.514200298954,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
567,T053289,t087982,1,031.0000,0.512680258578,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
568,T053289,t187556,1,028.0000,0.511188463451,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
569,T053289,t076408,1,023.0000,0.509715994021,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
570,T053289,t070712,1,022.0000,0.509471585244,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
571,T053289,t092101,1,022.0000,0.509471585244,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
572,T053289,t187913,1,017.0000,0.506474103586,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
573,T034742,t053289,1,017.0000,0.506474103586,p4@SOX21,11166,11197,Q9Y651,SOX21,"SRY-box 21","gene with protein product"
574,T053289,t174859,1,014.0000,0.505735660848,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
575,T053289,t067383,1,008.0000,0.502743142145,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
576,T053289,t102808,1,007.0000,0.502244389027,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
577,T026561,t053289,1,007.0000,0.501994017946,p2@ATP5G2,517,842,Q06055,ATP5G2,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit C2 (subunit 9)","gene with protein product"
578,T053289,t192573,1,002.0000,0.498755599801,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
579,T053289,t116031,995.0000,0.495764823119,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
580,T053289,t146908,995.0000,0.495517928287,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
581,T053289,t163670,993.0000,0.494768310912,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
582,T053289,t157549,994.0000,0.494281452014,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
583,T053289,t094141,991.0000,0.493525896414,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
584,T053289,t193247,990.0000,0.493273542601,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
585,T053289,t059997,989.0000,0.493020937188,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
586,T053289,t147420,989.0000,0.492284718766,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
587,T053289,t067339,983.0000,0.490518962076,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
588,T053289,t075872,986.0000,0.490303331676,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
589,T053289,t183051,981.0000,0.488545816733,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
590,T031505,t053289,978.0000,0.487294469357,p5@SOX1,6656,11189,O00570,SOX1,"SRY-box 1","gene with protein product"
591,T053289,t053992,979.0000,0.487064676617,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
592,T053289,t112501,977.0000,0.485827946295,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
593,T053289,t068075,976.0000,0.48581383773,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
594,T053289,t091943,973.0000,0.484803188839,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
595,T053289,t104298,974.0000,0.484336151169,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
596,T053289,t200850,972.0000,0.483822797412,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
597,T053289,t076027,968.0000,0.482311908321,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
598,T053289,t198674,967.0000,0.481573705179,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
599,T053289,t197271,964.0000,0.480318883906,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
600,T053289,t124423,960.0000,0.478087649402,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
601,T053289,t093731,959.0000,0.478065802592,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
602,T053289,t060711,951.0000,0.474787818273,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
603,T040938,t053289,954.0000,0.474626865672,p3@CEP128,145508,20359,,CEP128,"centrosomal protein 128","gene with protein product"
604,T030130,t053289,950.0000,0.472166998012,p2@KLRG1,10219,6380,F5H207,KLRG1,"killer cell lectin like receptor G1","gene with protein product"
605,T053289,t095165,942.0000,0.468656716418,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
606,T027031,t053289,937.0000,0.467564870259,p6@IKZF4,64375,13179,,IKZF4,"IKAROS family zinc finger 4","gene with protein product"
607,T053289,t068449,937.0000,0.466865969108,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
608,T053289,t194540,934.0000,0.465835411471,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
609,T053289,t053498,928.0000,0.462612163509,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
610,T034746,t053289,928.0000,0.461691542289,p6@SOX21,11166,11197,Q9Y651,SOX21,"SRY-box 21","gene with protein product"
611,T053289,t159479,927.0000,0.461423593828,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
612,T031647,t053289,925.0000,0.460886895864,p6@ADPRHL1,113622,21303,Q8NDY3,ADPRHL1,"ADP-ribosylhydrolase like 1","gene with protein product"
613,T053289,t080952,923.0000,0.460578842315,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
614,T053289,t136155,924.0000,0.46015936255,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
615,T053289,t136135,922.0000,0.45893479343,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
616,T050096,t053289,919.0000,0.458811782327,p1@ZKSCAN2,342357,25677,B4E0P9,ZKSCAN2,"zinc finger with KRAB and SCAN domains 2","gene with protein product"
617,T053289,t187318,922.0000,0.458706467662,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
618,T053289,t118970,918.0000,0.457855361596,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
619,T038486,t053289,919.0000,0.457441513191,p6@NIN,51199,14906,,NIN,ninein,"gene with protein product"
620,T053289,t174949,916.0000,0.456857855362,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
621,T026568,t053289,915.0000,0.454545454545,p16@ATP5G2,517,842,F8VXQ8,ATP5G2,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit C2 (subunit 9)","gene with protein product"
622,T006975,t053289,914.0000,0.454274353877,p6@ZNF503-AS2,,23525,,ZNF503-AS2,"ZNF503 antisense RNA 2","RNA, long non-coding"
623,T053289,t200329,909.0000,0.453592814371,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
624,T053289,t175383,910.0000,0.453187250996,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
625,T053289,t067385,909.0000,0.452463912394,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
626,T053289,t196149,901.0000,0.449376558603,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
627,T022109,t053289,903.0000,0.449030333168,p5@KDM2B,84678,13610,F8WBN2,KDM2B,"lysine demethylase 2B","gene with protein product"
