Hs-RTN1,2000,1000,T039145-RTN1,"p5@RTN1"
rank,ID,Fabs,Frel,association_with_transcript,entrezgene_id,hgnc_id,uniprot_id,gene_name,description,type
1,T018718,t039145,2,011.0000,0.999006458023,p7@PAK1,5058,8590,Q13153,PAK1,"p21 (RAC1) activated kinase 1","gene with protein product"
608,T016011,t039145,324.0000,0.161113873695,p2@GNG3,2785,4405,P63215,GNG3,"G protein subunit gamma 3","gene with protein product"
609,T039145,t183611,324.0000,0.161113873695,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
610,T039145,t059614,324.0000,0.161033797217,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
611,T039145,t045905,323.0000,0.160856573705,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
612,T039145,t128511,321.0000,0.159860557769,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
613,T039145,t041273,320.0000,0.159362549801,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
614,T039145,t041948,319.0000,0.159181636727,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
615,T039145,t198348,314.0000,0.156530408774,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
616,T039145,t120236,314.0000,0.156452416542,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
617,T039145,t169648,313.0000,0.156031904287,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
618,T008744,t039145,312.0000,0.155455904335,p3@GOLGA7B,401647,31668,Q6ZUQ1,GOLGA7B,"golgin A7 family member B","gene with protein product"
619,T039145,t079880,311.0000,0.154880478088,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
620,T039145,t140204,309.0000,0.154037886341,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
621,T039145,t171132,306.0000,0.152694610778,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
622,T039145,t161198,306.0000,0.152466367713,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
623,T039145,t080357,304.0000,0.151772341488,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
624,T039145,t191131,305.0000,0.151590457256,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
625,T039145,t075890,304.0000,0.151545363908,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
626,T039145,t180689,303.0000,0.150746268657,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
627,T039145,t183311,302.0000,0.150323544052,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
628,T039145,t096763,299.0000,0.148756218905,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
629,T039145,t166823,298.0000,0.148628428928,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
630,T039145,t194394,297.0000,0.14812967581,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
631,T039136,t039145,295.0000,0.146985550573,p17@RTN1,6252,10467,Q16799,RTN1,"reticulon 1","gene with protein product"
632,T006071,t039145,294.0000,0.146633416459,p3@DNAJC12,56521,28908,"Q6IAH1,Q9UKB3",DNAJC12,"DnaJ heat shock protein family (Hsp40) member C12","gene with protein product"
633,T005512,t039145,294.0000,0.146560319043,p6@FAM13C,220965,19371,,FAM13C,"family with sequence similarity 13 member C","gene with protein product"
634,T039145,t081178,292.0000,0.145418326693,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
635,T039145,t146142,291.0000,0.144776119403,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
636,T039145,t177182,289.0000,0.144283574638,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
637,T039145,t084371,287.0000,0.142928286853,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
638,T039145,t129117,287.0000,0.142857142857,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
639,T000625,t039145,283.0000,0.141006477329,p11@NEURL,9148,7761,"B4DS86,O76050",NEURL1,"neuralized E3 ubiquitin protein ligase 1","gene with protein product"
640,T039145,t077132,282.0000,0.140788816775,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
641,T039145,t176243,283.0000,0.140656063618,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
642,T039145,t155369,281.0000,0.140079760718,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
643,T039145,t074254,281.0000,0.139870582379,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
644,T039145,t049792,277.0000,0.137879542061,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
645,T039145,t142310,276.0000,0.137450199203,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
646,T039145,t066785,276.0000,0.137381781981,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
647,T039145,t107505,274.0000,0.136794807788,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
648,T039145,t094395,273.0000,0.136023916293,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
649,T025541,t039145,273.0000,0.135956175299,p1@DDN,23109,24458,O94850,DDN,dendrin,"gene with protein product"
650,T039145,t189653,272.0000,0.13566084788,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
651,T039145,t104196,272.0000,0.135525660189,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
652,T039145,t130590,270.0000,0.134328358209,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
653,T021186,t039145,270.0000,0.134261561412,p6@RPH3A,22895,17056,"F8VP47,F8VNP7",RPH3A,"rabphilin 3A","gene with protein product"
654,T039145,t190023,267.0000,0.132835820896,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
655,T039145,t199318,262.0000,0.130283441074,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
656,T008182,t039145,258.0000,0.128806789815,p10@CPEB3,22849,21746,Q8NE35,CPEB3,"cytoplasmic polyadenylation element binding protein 3","gene with protein product"
657,T039145,t182677,258.0000,0.12874251497,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
658,T039145,t197959,258.0000,0.128550074738,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
659,T039145,t157679,258.0000,0.128358208955,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
660,T039145,t073293,256.0000,0.127426580388,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
661,T039145,t154355,254.0000,0.126683291771,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
662,T039145,t092722,253.0000,0.12605879422,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
663,T029272,t039145,252.0000,0.125685785536,p8@NINJ2,4815,7825,Q9NZG7,NINJ2,"ninjurin 2","gene with protein product"
664,T039145,t108911,252.0000,0.12543554007,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
665,T039145,t198240,252.0000,0.125310790651,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
666,T039145,t164227,250.0000,0.12444001991,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
667,T009854,t039145,249.0000,0.124127617149,p5@NCAM1,4684,7656,,NCAM1,"neural cell adhesion molecule 1","gene with protein product"
668,T010276,t039145,248.0000,0.123505976096,p4@FXYD6,53826,4030,Q9H0Q3,FXYD6,"FXYD domain containing ion transport regulator 6","gene with protein product"
669,T039145,t167391,245.0000,0.122011952191,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
670,T039145,t111561,244.0000,0.121574489287,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
671,T039145,t129286,243.0000,0.121076233184,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
672,T039145,t144673,241.0000,0.119781312127,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
673,T039145,t164951,239.0000,0.119201995012,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
674,T039145,t061999,237.0000,0.117793240557,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
675,T023716,t039145,236.0000,0.117764471058,p4@ADIPOR2,79602,24041,,ADIPOR2,"adiponectin receptor 2","gene with protein product"
676,T039145,t183714,236.0000,0.117588440458,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
677,T039145,t198454,234.0000,0.116533864542,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
678,T039145,t176242,233.0000,0.11592039801,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
679,T018895,t039145,231.0000,0.11509715994,p6@SLC25A22,79751,19954,"C9J1H6,E9PI74",SLC25A22,"solute carrier family 25 member 22","gene with protein product"
680,T020915,t039145,231.0000,0.114982578397,p2@C12orf76,400073,33790,"F8VZK6,F8VYN6",C12orf76,"chromosome 12 open reading frame 76","gene with protein product"
681,T039145,t158996,230.0000,0.114598903837,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
682,T039145,t151972,230.0000,0.114427860697,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
683,T039145,t194785,229.0000,0.114100647733,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
684,T039145,t114817,229.0000,0.113873694679,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
685,T039145,t096189,228.0000,0.113829256116,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
686,T039145,t100831,228.0000,0.113489298158,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
687,T039145,t144670,227.0000,0.113047808765,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
688,T039145,t182816,227.0000,0.113047808765,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
689,T039145,t043641,227.0000,0.112935323383,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
690,T039145,t047971,227.0000,0.11282306163,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
691,T039145,t149896,224.0000,0.111720698254,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
692,T039145,t183309,223.0000,0.110945273632,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
693,T039145,t148649,223.0000,0.11083499006,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
694,T039145,t068887,222.0000,0.110447761194,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
695,T039145,t092773,222.0000,0.110283159463,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
696,T039145,t066380,221.0000,0.110224438903,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
697,T009851,t039145,221.0000,0.110059760956,p10@NCAM1,4684,7656,,NCAM1,"neural cell adhesion molecule 1","gene with protein product"
698,T039145,t150615,221.0000,0.109786388475,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
699,T039145,t144672,220.0000,0.109398309299,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
700,T039145,t197940,219.0000,0.109009457442,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
701,T039145,t166005,219.0000,0.108955223881,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
702,T039145,t159290,218.0000,0.108565737052,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
703,T010278,t039145,217.0000,0.108013937282,p8@FXYD6,53826,4030,E9PJ02,FXYD6,"FXYD domain containing ion transport regulator 6","gene with protein product"
704,T019128,t039145,217.0000,0.107799304521,p10@DLG2,1740,2901,,DLG2,"discs large MAGUK scaffold protein 2","gene with protein product"
705,T000657,t039145,216.0000,0.107355864811,p22@SH3PXD2A,9644,23664,F8WCK5,SH3PXD2A,"SH3 and PX domains 2A","gene with protein product"
706,T039145,t178753,215.0000,0.107125062282,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
707,T039145,t120239,213.0000,0.106234413965,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
708,T039145,t054596,213.0000,0.106181455633,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
709,T039145,t156182,212.0000,0.105788423154,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
710,T039145,t041289,212.0000,0.105367793241,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
711,T039145,t194442,210.0000,0.104790419162,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
712,T039145,t152436,210.0000,0.104685942173,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
713,T039145,t112028,209.0000,0.103722084367,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
714,T016275,t039145,209.0000,0.103567888999,p1@MARK2,2011,3332,Q5DNC6,MARK2,"microtubule affinity regulating kinase 2","gene with protein product"
715,T039145,t198705,207.0000,0.103241895262,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
716,T013934,t039145,206.0000,0.102794411178,p20@SLC1A2,6506,10940,,SLC1A2,"solute carrier family 1 member 2","gene with protein product"
717,T039145,t177929,206.0000,0.102538576406,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
718,T039145,t146056,205.0000,0.102193419741,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
719,T039145,t094265,205.0000,0.102142501246,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
720,T039145,t102558,205.0000,0.102040816327,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
721,T039145,t103947,204.0000,0.101492537313,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
722,T039145,t131118,202.0000,0.100397614314,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
723,T039145,t110621,198.0000,0.0988517224164,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
724,T039145,t082315,199.0000,0.0988083416087,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
725,T039145,t062163,199.0000,0.0987593052109,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
726,T039145,t112687,197.0000,0.0981564524165,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
727,T039145,t065339,196.0000,0.0974155069583,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
728,T039145,t144091,195.0000,0.0971599402093,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
729,T039145,t049465,195.0000,0.0970149253731,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
730,T039145,t187240,193.0000,0.0959244532803,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
731,T020489,t039145,191.0000,0.0950721752115,p12@NUAK1,9891,14311,C9JL86,NUAK1,"NUAK family kinase 1","gene with protein product"
732,T039145,t050687,189.0000,0.0941235059761,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
733,T005503,t039145,188.0000,0.0937188434696,p5@PHYHIPL,84457,29378,,PHYHIPL,"phytanoyl-CoA 2-hydroxylase interacting protein like","gene with protein product"
734,T025392,t039145,187.0000,0.093081134893,p1@SLC48A1,55652,26035,"Q6P1K1,F8VXV4",SLC48A1,"solute carrier family 48 member 1","gene with protein product"
735,T039145,t074355,186.0000,0.0925373134328,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
736,T021174,t039145,186.0000,0.0921704658077,p5@RPH3A,22895,17056,"F8W045,F8VZS2",RPH3A,"rabphilin 3A","gene with protein product"
737,T002885,t039145,184.0000,0.0918163672655,p13@FAM107B,83641,23726,C9JYP1,FAM107B,"family with sequence similarity 107 member B","gene with protein product"
738,T039145,t122421,183.0000,0.0912718204489,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
739,T039145,t149038,183.0000,0.0911354581673,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
740,T039145,t049849,182.0000,0.0906374501992,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
741,T039145,t146005,182.0000,0.0905472636816,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
742,T039145,t115008,182.0000,0.0904572564612,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
743,T017407,t039145,180.0000,0.0899100899101,p5@SPTBN2,6712,11276,E9PJZ2,SPTBN2,"spectrin beta, non-erythrocytic 2","gene with protein product"
744,T039145,t198138,180.0000,0.0897308075773,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
745,T039145,t188361,180.0000,0.0897308075773,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
746,T039145,t112018,179.0000,0.0890990542558,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
747,T014767,t039145,179.0000,0.0890547263682,p3@C1QTNF4,114900,14346,Q9BXJ3,C1QTNF4,"C1q and tumor necrosis factor related protein 4","gene with protein product"
748,T009152,t039145,179.0000,0.0890104425659,p11@AMPD3,272,470,E9PIR5,AMPD3,"adenosine monophosphate deaminase 3","gene with protein product"
749,T002890,t039145,178.0000,0.0886454183267,p16@FAM107B,83641,23726,Q9H098,FAM107B,"family with sequence similarity 107 member B","gene with protein product"
750,T039145,t149663,177.0000,0.0881035340966,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
751,T001535,t039145,177.0000,0.0880159124814,p5@VAX1,11023,12660,Q5SQQ9,VAX1,"ventral anterior homeobox 1","gene with protein product"
752,T039145,t183123,176.0000,0.0876494023904,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
753,T039145,t127143,176.0000,0.0874751491054,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
754,T016119,t039145,176.0000,0.0874316939891,p1@CHRM1,1128,1950,"P11229,Q53XZ3",CHRM1,"cholinergic receptor muscarinic 1","gene with protein product"
755,T039145,t124496,174.0000,0.0864381520119,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
756,T039145,t083548,173.0000,0.0863273453094,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
757,T016252,t039145,172.0000,0.0857427716849,p1@RTN3,10313,10469,"B7Z4M1,F5H774,F5H891,F5GWG7",RTN3,"reticulon 3","gene with protein product"
758,T038331,t039145,170.0000,0.0847880299252,p1@KLHDC1,122773,19836,"Q8N7A1,G3V5V5,G3V4I4,G3V2D3,G3V3T1",KLHDC1,"kelch domain containing 1","gene with protein product"
759,T010855,t039145,170.0000,0.0846192135391,p16@SORL1,6653,11185,,SORL1,"sortilin related receptor 1","gene with protein product"
760,T039145,t091489,170.0000,0.0845350571855,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
761,T003570,t039145,169.0000,0.0843313373253,p12@KIAA1217,56243,25428,Q5T5P2,KIAA1217,KIAA1217,"gene with protein product"
762,T039145,t168128,169.0000,0.0842052815147,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
763,T021155,t039145,169.0000,0.0842052815147,p1@C12orf51,283450,26611,"Q9Y4D8,F8VWT9,F8VU57",HECTD4,"HECT domain E3 ubiquitin protein ligase 4","gene with protein product"
764,T002656,t039145,168.0000,0.0837487537388,p1@KNDC1,85442,29374,Q76NI1,KNDC1,"kinase non-catalytic C-lobe domain containing 1","gene with protein product"
765,T039145,t114053,168.0000,0.0837070254111,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
766,T039145,t073120,167.0000,0.0833749375936,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
767,T039145,t114665,167.0000,0.0830845771144,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
768,T039145,t121895,166.0000,0.0828756864703,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
769,T039145,t043050,166.0000,0.0826693227092,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
770,T039145,t148002,166.0000,0.0826281732205,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
