T000001	chr10:100027943..100027958,-	LOXL4
T026561	chr12:54066398..54066443,-	ATP5G2
T026562	chr12:54069856..54069899,-	ATP5G2
T026563	chr12:54070084..54070095,-	ATP5G2
T026564	chr12:54070098..54070131,-	ATP5G2
T026565	chr12:54070504..54070534,-	ATP5G2
T026566	chr12:54070568..54070589,-	ATP5G2
T026567	chr12:54071181..54071185,-	ATP5G2
T026569	chr12:54071264..54071278,-	ATP5G2
T026573	chr12:54121215..54121254,-	CALCOCO1
T026574	chr12:54121261..54121275,-	CALCOCO1
T026583	chr12:54332501..54332549,+	HOXC13
T026585	chr12:54332608..54332636,+	HOXC13
T026588	chr12:54332687..54332701,+	HOXC13
T026608	chr12:54366894..54366922,+	HOXC11
T026610	chr12:54366975..54367001,+	HOXC11
T026612	chr12:54367122..54367144,+	HOXC11
T026619	chr12:54378864..54378884,+	HOXC10
T026620	chr12:54378923..54378966,+	HOXC10
T026621	chr12:54378984..54378996,+	HOXC10
T026623	chr12:54379029..54379057,+	HOXC10
T026625	chr12:54379136..54379150,+	HOXC5
T026627	chr12:54379477..54379498,+	HOXC5
T026628	chr12:54379569..54379583,+	HOXC5
T026629	chr12:54379745..54379749,+	HOXC5
T026630	chr12:54379915..54379935,+	HOXC10
T026631	chr12:54380036..54380091,+	HOXC10
T026632	chr12:54380112..54380126,+	HOXC10
T026633	chr12:54380404..54380433,+	HOXC10
T026634	chr12:54384370..54384382,+	HOXC6
T026635	chr12:54388657..54388685,+	HOXC9
T026640	chr12:54393880..54393962,+	HOXC9
T026641	chr12:54394059..54394088,+	HOXC9
T026642	chr12:54394309..54394336,+	HOXC9
T026643	chr12:54394416..54394467,+	HOXC9
T026650	chr12:54402745..54402788,+	HOXC8
T026653	chr12:54410639..54410659,+	HOXC6
T026654	chr12:54410664..54410684,+	HOXC6
T026655	chr12:54410948..54410992,+	HOXC5
T026657	chr12:54422217..54422239,+	HOXC6
T026658	chr12:54422245..54422263,+	HOXC6
T026659	chr12:54422268..54422278,+	HOXC6
T026661	chr12:54426831..54426836,+	HOXC5
T026675	chr12:54447219..54447237,+	HOXC4
T026676	chr12:54447599..54447630,+	HOXC4
T026677	chr12:54447637..54447659,+	HOXC4
T026679	chr12:54447868..54447892,+	HOXC4
T026688	chr12:54582750..54582780,-	SMUG1
T026691	chr12:54632376..54632390,-	CBX5
T026695	chr12:54635020..54635039,-	CBX5
T026696	chr12:54635517..54635539,-	CBX5
T026697	chr12:54645913..54645928,-	CBX5
T026702	chr12:54652060..54652084,-	CBX5
T026703	chr12:54653129..54653149,-	CBX5
T026704	chr12:54653313..54653416,-	CBX5
T026707	chr12:54673871..54673925,-	CBX5
T026708	chr12:54674482..54674520,+	HNRNPA1
T026709	chr12:54674588..54674649,+	HNRNPA1
T026711	chr12:54679672..54679702,+	HNRNPA1
T026720	chr12:54694758..54694805,-	NFE2
T026723	chr12:54718904..54718936,+	COPZ1
T026739	chr12:54758251..54758277,-	GPR84
T026746	chr12:54772960..54773015,-	ZNF385A
T026748	chr12:54778351..54778378,-	ZNF385A
T026750	chr12:54778471..54778528,-	ZNF385A
T026755	chr12:54779511..54779577,-	ZNF385A
T026759	chr12:54785074..54785122,-	ZNF385A
T026762	chr12:54794757..54794770,-	ITGA5
T026765	chr12:54798587..54798607,-	ITGA5
T026767	chr12:54807164..54807220,-	ITGA5
T026773	chr12:54812992..54813035,-	ITGA5
T026775	chr12:54813229..54813273,-	ITGA5
T026782	chr12:54867352..54867392,-	GTSF1
T026784	chr12:54891528..54891570,+	NCKAP1L
T026785	chr12:54892550..54892591,+	NCKAP1L
T026790	chr12:54943370..54943457,+	PDE1B
T026792	chr12:54955235..54955255,+	PDE1B
T026796	chr12:54982420..54982461,-	PPP1R1A
T026822	chr12:55248289..55248306,+	MUCL1
T026841	chr12:55378470..55378554,-	KIAA0748
T026847	chr12:5541267..5541285,+	NTF3
T026850	chr12:55413751..55413765,+	NEUROD4
T026857	chr12:55808623..55808650,-	PHC1P1
T026864	chr12:56075432..56075444,+	METTL7B
T026865	chr12:56075445..56075456,+	METTL7B
T026867	chr12:56075512..56075532,+	METTL7B
T026873	chr12:56101647..56101699,-	ITGA7
T026878	chr12:56105880..56105951,-	ITGA7
T026886	chr12:56109810..56109869,+	BLOC1S1
T026887	chr12:56109875..56109898,+	BLOC1S1
T026888	chr12:56109908..56109919,+	BLOC1S1
T026889	chr12:56109926..56109940,+	BLOC1S1
T026890	chr12:56110247..56110301,+	BLOC1S1
T026891	chr12:56110318..56110352,+	BLOC1S1
T026894	chr12:56114169..56114185,+	RDH5
T026901	chr12:56120544..56120586,-	CD63
T026902	chr12:56120695..56120761,-	CD63
T026907	chr12:56120969..56121013,-	CD63
T026908	chr12:56121032..56121059,-	CD63
T026909	chr12:56121120..56121127,-	CD63
T026910	chr12:56121498..56121521,-	CD63
T026911	chr12:56121580..56121604,-	CD63
T026913	chr12:56122124..56122175,-	CD63
T026915	chr12:56122207..56122218,-	CD63
T026917	chr12:56122426..56122458,-	CD63
T026918	chr12:56122466..56122496,-	CD63
T026920	chr12:56122781..56122804,-	CD63
T026924	chr12:56123450..56123469,-	CD63
T026927	chr12:56136895..56136911,+	GDF11
T026928	chr12:56137067..56137114,+	GDF11
T026930	chr12:56211485..56211515,-	SARNP
T026931	chr12:56211817..56211858,+	ORMDL2
T026932	chr12:56211863..56211876,+	ORMDL2
T026933	chr12:56223309..56223362,-	DNAJC14
T026934	chr12:56223363..56223390,-	DNAJC14
T026935	chr12:56223394..56223418,-	DNAJC14
T026938	chr12:56224522..56224535,-	DNAJC14
T026939	chr12:56224546..56224587,-	DNAJC14
T026946	chr12:56236711..56236730,-	MMP19
T026947	chr12:56236735..56236788,-	MMP19
T026954	chr12:56320887..56320924,-	WIBG
T026955	chr12:56321544..56321570,-	WIBG
T026956	chr12:56321629..56321640,-	WIBG
T026957	chr12:56321649..56321717,-	WIBG
T026960	chr12:56324933..56324982,+	DGKA
T026961	chr12:56325188..56325205,+	DGKA
T026963	chr12:56325827..56325884,+	DGKA
T026965	chr12:56326402..56326424,-	WIBG
T026968	chr12:56346624..56346677,+	DGKA
T026969	chr12:56346872..56346885,+	DGKA
T027000	chr12:56359816..56359833,-	PMEL
T027001	chr12:56360072..56360078,+	CDK2
T027002	chr12:56360550..56360566,+	CDK2
T027003	chr12:56360568..56360603,+	CDK2
T027004	chr12:56360605..56360636,+	CDK2
T027009	chr12:56364867..56364892,+	CDK2
T027012	chr12:56367241..56367265,-	PMEL
T027014	chr12:56367843..56367893,+	RAB5B
T027015	chr12:56367905..56367914,+	RAB5B
T027016	chr12:56367916..56367924,+	RAB5B
T027017	chr12:56380659..56380718,+	RAB5B
T027018	chr12:56386206..56386228,+	RAB5B
T027027	chr12:56391036..56391107,+	SUOX
T027028	chr12:56401175..56401225,+	IKZF4
T027029	chr12:56401268..56401305,+	IKZF4
T027030	chr12:56414795..56414836,+	IKZF4
T027032	chr12:56415246..56415286,+	IKZF4
T027035	chr12:56435591..56435601,+	RPS26
T027036	chr12:56435664..56435671,+	RPS26
T027037	chr12:56435682..56435745,+	RPS26
T027038	chr12:56435869..56435880,+	RPS26
T027039	chr12:56435881..56435936,+	RPS26
T027040	chr12:56473628..56473680,+	ERBB3
T027041	chr12:56473691..56473705,+	ERBB3
T027043	chr12:56473910..56473921,+	ERBB3
T027044	chr12:56473939..56473994,+	ERBB3
T027047	chr12:56498312..56498413,+	PA2G4
T027050	chr12:56510380..56510405,+	RPL41
T027051	chr12:56510408..56510424,+	RPL41
T027052	chr12:56510436..56510463,+	RPL41
T027053	chr12:56510475..56510482,+	RPL41
T027054	chr12:56510502..56510513,+	RPL41
T027055	chr12:56510933..56510957,+	RPL41
T027057	chr12:56512026..56512064,+	ESYT1
T027058	chr12:56512179..56512207,+	ZC3H10
T027059	chr12:56512338..56512356,+	ZC3H10
T027060	chr12:56521979..56521995,+	ESYT1
T027061	chr12:56522001..56522087,+	ESYT1
T027062	chr12:56522383..56522399,+	ESYT1
T027063	chr12:56532010..56532030,+	ESYT1
T027064	chr12:56546343..56546361,+	MYL6B
T027065	chr12:56546363..56546397,+	MYL6B
T027066	chr12:56547669..56547684,+	MYL6B
T027071	chr12:56552128..56552162,+	MYL6
T027072	chr12:56552452..56552476,+	MYL6
T027073	chr12:56552490..56552501,+	MYL6
T027075	chr12:56553085..56553128,+	MYL6
T027076	chr12:56553767..56553809,+	MYL6
T027078	chr12:56555224..56555287,+	MYL6
T027081	chr12:56575310..56575344,-	SMARCC2
T027084	chr12:56583243..56583293,-	SMARCC2
T027085	chr12:56583297..56583304,-	SMARCC2
T027086	chr12:56583362..56583369,-	SMARCC2
T027087	chr12:56583371..56583394,-	SMARCC2
T027090	chr12:56615642..56615685,-	RNF41
T027091	chr12:56615697..56615758,-	RNF41
T027092	chr12:56615761..56615815,+	OBFC2B
T027093	chr12:56615855..56615873,+	OBFC2B
T027094	chr12:56618102..56618211,+	OBFC2B
T027102	chr12:56652111..56652183,-	ANKRD52
T027103	chr12:56652431..56652449,-	ANKRD52
T027104	chr12:56660633..56660678,+	COQ10A
T027105	chr12:56660719..56660732,+	COQ10A
T027107	chr12:56661033..56661115,+	COQ10A
T027108	chr12:56661400..56661422,+	COQ10A
T027109	chr12:56661461..56661480,+	COQ10A
T027112	chr12:56693785..56693829,-	CS
T027114	chr12:56694083..56694139,-	CS
T027115	chr12:56694142..56694178,-	CS
T027116	chr12:56709631..56709642,-	CNPY2
T027117	chr12:56709649..56709670,-	CNPY2
T027118	chr12:56709674..56709729,-	CNPY2
T027119	chr12:56709736..56709780,-	CNPY2
T027120	chr12:56709786..56709846,-	CNPY2
T027122	chr12:56710118..56710147,-	CNPY2
T027124	chr12:56727487..56727533,-	PAN2
T027125	chr12:56727676..56727806,-	PAN2
T027129	chr12:56732658..56732675,+	IL23A
T027130	chr12:56732676..56732690,+	IL23A
T027131	chr12:56732704..56732721,+	IL23A
T027136	chr12:56753869..56753930,-	STAT2
T027137	chr12:56753939..56753951,-	STAT2
T027138	chr12:56754054..56754067,-	STAT2
T027141	chr12:56843161..56843225,-	TIMELESS
T027142	chr12:56843226..56843233,-	TIMELESS
T027143	chr12:56843234..56843244,-	TIMELESS
T027146	chr12:56862320..56862327,+	SPRYD4
T027147	chr12:56862345..56862372,+	SPRYD4
T027158	chr12:56882136..56882197,-	GLS2
T027161	chr12:569091..569155,+	B4GALNT3
T027164	chr12:56915572..56915577,+	RBMS2
T027165	chr12:56915582..56915627,+	RBMS2
T027166	chr12:56915635..56915645,+	RBMS2
T027167	chr12:56915735..56915746,+	RBMS2
T027168	chr12:56915776..56915787,+	RBMS2
T027169	chr12:569287..569336,+	B4GALNT3
T027170	chr12:569345..569365,+	B4GALNT3
T027171	chr12:57000413..57000417,-	BAZ2A
T027172	chr12:57006953..57006972,-	BAZ2A
T027173	chr12:57009312..57009334,-	BAZ2A
T027174	chr12:57009355..57009399,-	BAZ2A
T027175	chr12:57011218..57011234,-	BAZ2A
T027176	chr12:57011272..57011286,-	BAZ2A
T027178	chr12:57024022..57024027,-	BAZ2A
T027179	chr12:57024075..57024133,-	BAZ2A
T027183	chr12:57030096..57030106,-	BAZ2A
T027184	chr12:57030115..57030177,-	BAZ2A
T027186	chr12:57030619..57030641,-	BAZ2A
T027187	chr12:57030645..57030664,-	BAZ2A
T027193	chr12:57037010..57037033,-	ATP5B
T027194	chr12:57037284..57037374,-	ATP5B
T027196	chr12:57038878..57038884,-	SNORD59A
T027197	chr12:57039061..57039096,-	ATP5B
T027198	chr12:57039114..57039136,-	ATP5B
T027199	chr12:57039760..57039778,-	ATP5B
T027203	chr12:57067266..57067269,-	PTGES3
T027208	chr12:57081940..57081951,-	PTGES3
T027209	chr12:57081952..57081963,-	PTGES3
T027210	chr12:57081999..57082014,-	PTGES3
T027212	chr12:57082060..57082083,-	PTGES3
T027216	chr12:57107444..57107468,-	NACA
T027217	chr12:57108412..57108444,-	NACA
T027234	chr12:57119034..57119045,-	NACA
T027235	chr12:57119048..57119060,-	NACA
T027236	chr12:57119068..57119103,-	NACA
T027237	chr12:57119106..57119145,-	NACA
T027238	chr12:57119303..57119331,-	NACA
T027239	chr12:57146095..57146149,-	PRIM1
T027240	chr12:57146150..57146163,-	PRIM1
T027241	chr12:57146293..57146305,+	HSD17B6
T027243	chr12:57157100..57157114,+	HSD17B6
T027258	chr12:57400227..57400245,-	ZBTB39
T027259	chr12:57400261..57400344,-	ZBTB39
T027260	chr12:57410306..57410318,-	TAC3
T027271	chr12:57472487..57472498,-	TMEM194A
T027272	chr12:57472522..57472556,-	TMEM194A
T027273	chr12:57472567..57472583,-	TMEM194A
T027279	chr12:57482665..57482699,+	NAB2
T027280	chr12:57482758..57482831,+	NAB2
T027281	chr12:57482882..57482907,+	NAB2
T027287	chr12:57504069..57504090,-	STAT6
T027290	chr12:57504960..57504969,-	STAT6
T027291	chr12:57504975..57505019,-	STAT6
T027292	chr12:57505121..57505179,-	STAT6
T027293	chr12:57505193..57505198,-	STAT6
T027294	chr12:57505581..57505598,-	STAT6
T027299	chr12:57521847..57521861,+	LRP1
T027300	chr12:57522214..57522223,+	LRP1
T027302	chr12:57522258..57522313,+	LRP1
T027306	chr12:57522710..57522751,+	LRP1
T027307	chr12:57522813..57522825,-	STAT6
T027322	chr12:57593035..57593048,+	LRP1
T027326	chr12:57610562..57610608,+	NXPH4
T027328	chr12:57619247..57619278,+	NXPH4
T027329	chr12:57619653..57619657,+	NXPH4
T027332	chr12:57623477..57623531,+	SHMT2
T027336	chr12:57623907..57623961,+	SHMT2
T027338	chr12:57623992..57624003,+	SHMT2
T027341	chr12:57624119..57624158,+	SHMT2
T027343	chr12:57625582..57625598,+	SHMT2
T027344	chr12:57625985..57625997,+	SHMT2
T027356	chr12:57630873..57630895,-	NDUFA4L2
T027362	chr12:57634504..57634532,-	NDUFA4L2
T027369	chr12:57644952..57644978,-	STAC3
T027370	chr12:57648281..57648283,-	R3HDM2
T027375	chr12:57674240..57674259,-	R3HDM2
T027388	chr12:57824561..57824618,-	R3HDM2
T027389	chr12:57824739..57824834,-	R3HDM2
T027390	chr12:57824836..57824847,-	R3HDM2
T027402	chr12:57848456..57848516,+	INHBE
T027405	chr12:57849048..57849106,+	INHBE
T027408	chr12:57849300..57849316,+	INHBE
T027410	chr12:57853565..57853579,+	GLI1
T027411	chr12:57853596..57853613,+	GLI1
T027412	chr12:57853634..57853662,+	GLI1
T027413	chr12:57853671..57853678,+	GLI1
T027414	chr12:57853908..57853944,+	GLI1
T027422	chr12:57871620..57871659,-	ARHGAP9
T027424	chr12:57871825..57871837,-	ARHGAP9
T027425	chr12:57871853..57871879,-	ARHGAP9
T027435	chr12:57873329..57873429,-	ARHGAP9
T027437	chr12:57873631..57873672,-	ARHGAP9
T027439	chr12:57881842..57881871,+	MARS
T027441	chr12:57882200..57882215,+	MARS
T027443	chr12:57882577..57882614,-	ARHGAP9
T027448	chr12:57897995..57898023,+	MARS
T027451	chr12:57911081..57911085,-	DDIT3
T027452	chr12:57914286..57914304,-	DDIT3
T027453	chr12:57914481..57914509,+	MBD6
T027454	chr12:57914700..57914737,+	MBD6
T027455	chr12:57914742..57914754,+	MBD6
T027456	chr12:57916434..57916445,+	MBD6
T027457	chr12:57916466..57916523,+	MBD6
T027458	chr12:57916584..57916682,+	MBD6
T027459	chr12:57917037..57917052,+	MBD6
T027460	chr12:57917054..57917065,+	MBD6
T027461	chr12:57919227..57919245,+	MBD6
T027462	chr12:57919293..57919311,+	MBD6
T027466	chr12:57940918..57941002,-	DCTN2
T027467	chr12:57941004..57941022,-	DCTN2
T027468	chr12:57943813..57943869,+	KIF5A
T027491	chr12:57979712..57979727,+	KIF5A
T027499	chr12:57984943..57984964,+	PIP4K2C
T027500	chr12:57984965..57985059,+	PIP4K2C
T027504	chr12:57998363..57998378,+	DTX3
T027505	chr12:57998381..57998399,+	DTX3
T027506	chr12:57998400..57998422,+	DTX3
T027507	chr12:57998595..57998621,+	DTX3
T027514	chr12:58003935..58003967,+	ARHGEF25
T027515	chr12:58004058..58004075,+	ARHGEF25
T027517	chr12:58005204..58005235,+	ARHGEF25
T027518	chr12:58005243..58005248,+	ARHGEF25
T027522	chr12:58026451..58026469,-	B4GALNT1
T027523	chr12:58026893..58026902,-	B4GALNT1
T027524	chr12:58026920..58026993,-	B4GALNT1
T027525	chr12:58027002..58027009,-	B4GALNT1
T027526	chr12:58027020..58027025,-	B4GALNT1
T027529	chr12:58087880..58087891,+	OS9
T027530	chr12:58087901..58087947,+	OS9
T027536	chr12:58109535..58109542,+	OS9
T027537	chr12:58109571..58109582,+	OS9
T027538	chr12:58109637..58109675,+	OS9
T027539	chr12:58109887..58109931,+	OS9
T027540	chr12:58111666..58111688,+	OS9
T027542	chr12:58114300..58114305,+	OS9
T027543	chr12:58119116..58119120,-	AGAP2
T027544	chr12:58119468..58119475,-	AGAP2
T027572	chr12:58135903..58135974,-	AGAP2
T027573	chr12:58135980..58135992,-	AGAP2
T027575	chr12:58138800..58138860,+	TSPAN31
T027585	chr12:58145604..58145631,-	CDK4
T027587	chr12:58146048..58146118,-	CDK4
T027589	chr12:58148693..58148735,+	MARCH9
T027590	chr12:58148795..58148819,+	MARCH9
T027591	chr12:58148842..58148929,+	MARCH9
T027592	chr12:58149447..58149465,+	MARCH9
T027594	chr12:58159297..58159310,-	CYP27B1
T027596	chr12:58159361..58159394,-	CYP27B1
T027598	chr12:58159993..58160016,-	CYP27B1
T027599	chr12:58160844..58160869,-	CYP27B1
T027600	chr12:58165870..58165911,-	METTL1
T027601	chr12:58166370..58166423,+	METTL21B
T027602	chr12:58166431..58166451,+	METTL21B
T027603	chr12:58166599..58166614,+	METTL21B
T027607	chr12:58176525..58176586,+	TSFM
T027615	chr12:58240470..58240521,-	CTDSP2
T027616	chr12:58240699..58240759,-	CTDSP2
T027633	chr12:58335281..58335356,+	XRCC6BP1
T027634	chr12:58335362..58335371,+	XRCC6BP1
T027635	chr12:58335421..58335437,+	XRCC6BP1
T027636	chr12:58335441..58335468,+	XRCC6BP1
T027646	chr12:59313270..59313291,-	LRIG3
T027648	chr12:59313958..59314020,-	LRIG3
T027651	chr12:59314097..59314106,-	LRIG3
T027652	chr12:59314246..59314305,-	LRIG3
T027653	chr12:59314312..59314338,-	LRIG3
T027654	chr12:59314346..59314367,-	LRIG3
T027669	chr12:59989712..59989723,+	SLC16A7
T027670	chr12:59989773..59989790,+	SLC16A7
T027671	chr12:59989791..59989874,+	SLC16A7
T027672	chr12:59989918..59989965,+	SLC16A7
T027689	chr12:6054385..6054412,-	ANO2
T027702	chr12:62273019..62273026,+	KRT8P19
T027708	chr12:6233828..6233843,-	VWF
T027728	chr12:62586543..62586588,-	FAM19A2
T027740	chr12:62653801..62653825,-	FAM19A2
T027741	chr12:62653873..62653919,+	USP15
T027742	chr12:62653903..62653959,-	FAM19A2
T027743	chr12:62654131..62654142,+	USP15
T027744	chr12:62654155..62654194,+	USP15
T027764	chr12:62860581..62860620,+	MON2
T027770	chr12:62996713..62996733,-	C12orf61
T027773	chr12:62997100..62997140,+	MIRLET7I
T027774	chr12:62997201..62997215,+	MIRLET7I
T027775	chr12:62997500..62997512,+	MIRLET7I
T027776	chr12:62997510..62997571,-	C12orf61
T027781	chr12:6308990..6309014,+	CD9
T027782	chr12:6309105..6309118,+	CD9
T027784	chr12:6309517..6309575,+	CD9
T027787	chr12:6310002..6310022,+	CD9
T027791	chr12:63327799..63327812,-	PPM1H
T027792	chr12:63328619..63328637,-	PPM1H
T027793	chr12:63328657..63328672,-	PPM1H
T027794	chr12:63328769..63328780,-	PPM1H
T027796	chr12:63328878..63328888,-	PPM1H
T027797	chr12:63328897..63328942,-	PPM1H
T027799	chr12:63359081..63359086,+	RPL14P1
T027815	chr12:63544973..63544986,-	AVPR1A
T027826	chr12:64062241..64062279,-	DPY19L2
T027828	chr12:64173622..64173664,+	TMEM5
T027829	chr12:64173675..64173701,+	TMEM5
T027830	chr12:64173888..64173905,+	TMEM5
T027831	chr12:64173907..64173950,+	TMEM5
T027833	chr12:6419836..6419874,+	PLEKHG6
T027838	chr12:64237670..64237707,+	SRGAP1
T027839	chr12:64237807..64237853,+	SRGAP1
T027840	chr12:64237856..64237908,+	SRGAP1
T027841	chr12:64238277..64238310,+	SRGAP1
T027842	chr12:64238446..64238535,+	SRGAP1
T027843	chr12:64238539..64238600,+	SRGAP1
T027851	chr12:6439821..6439844,-	TNFRSF1A
T027852	chr12:6440062..6440076,-	TNFRSF1A
T027853	chr12:6442318..6442341,-	TNFRSF1A
T027855	chr12:6443355..6443377,-	TNFRSF1A
T027856	chr12:6443380..6443402,-	TNFRSF1A
T027865	chr12:6451186..6451216,-	TNFRSF1A
T027866	chr12:6451220..6451231,-	TNFRSF1A
T027867	chr12:6451235..6451281,-	TNFRSF1A
T027869	chr12:64538643..64538644,+	SRGAP1
T027872	chr12:64616019..64616082,-	C12orf66
T027873	chr12:64616090..64616140,+	RPS11P6
T027874	chr12:64616313..64616329,-	C12orf66
T027877	chr12:64784476..64784503,-	C12orf56
T027880	chr12:64798078..64798085,+	XPOT
T027883	chr12:64798203..64798275,+	XPOT
T027884	chr12:64798276..64798295,+	XPOT
T027885	chr12:64798302..64798414,+	XPOT
T027886	chr12:64798431..64798439,+	XPOT
T027887	chr12:64798923..64798936,+	XPOT
T027888	chr12:64803764..64803779,+	XPOT
T027891	chr12:6484190..6484221,-	SCNN1A
T027893	chr12:6484306..6484392,+	LTBR
T027894	chr12:6484376..6484402,-	SCNN1A
T027898	chr12:6484533..6484561,-	SCNN1A
T027899	chr12:64845689..64845702,+	TBK1
T027901	chr12:64845781..64845792,+	TBK1
T027902	chr12:64845864..64845949,+	TBK1
T027903	chr12:6484605..6484629,-	SCNN1A
T027904	chr12:64846129..64846148,+	TBK1
T027910	chr12:6485203..6485219,-	SCNN1A
T027913	chr12:6485336..6485354,-	SCNN1A
T027917	chr12:6493237..6493257,+	LTBR
T027918	chr12:6493261..6493268,+	LTBR
T027919	chr12:6493295..6493306,+	LTBR
T027920	chr12:6493309..6493318,+	LTBR
T027921	chr12:6493319..6493405,+	LTBR
T027922	chr12:6493406..6493411,+	LTBR
T027923	chr12:6494394..6494419,+	LTBR
T027924	chr12:6495272..6495302,+	LTBR
T027930	chr12:65004238..65004284,+	RASSF3
T027931	chr12:65004292..65004306,+	RASSF3
T027932	chr12:65004323..65004330,+	RASSF3
T027962	chr12:65153175..65153229,-	GNS
T027963	chr12:65174246..65174307,+	TBC1D30
T027964	chr12:65174364..65174390,+	TBC1D30
T027965	chr12:65174519..65174584,+	TBC1D30
T027971	chr12:65218382..65218457,+	TBC1D30
T027984	chr12:6547728..6547742,+	SRP14P1
T027989	chr12:65515072..65515111,-	WIF1
T028000	chr12:6554098..6554131,+	CD27
T028006	chr12:65563329..65563373,+	LEMD3
T028007	chr12:65563377..65563392,+	LEMD3
T028016	chr12:6561190..6561312,+	TAPBPL
T028017	chr12:6561315..6561369,+	TAPBPL
T028018	chr12:65672321..65672354,+	MSRB3
T028019	chr12:65672443..65672553,+	MSRB3
T028020	chr12:65672702..65672744,+	MSRB3
T028031	chr12:6575455..6575468,-	VAMP1
T028033	chr12:6579833..6579850,-	VAMP1
T028034	chr12:6580058..6580082,-	VAMP1
T028035	chr12:6580094..6580114,-	VAMP1
T028053	chr12:6602406..6602440,-	MRPL51
T028054	chr12:6602463..6602470,-	MRPL51
T028055	chr12:6602517..6602559,+	NCAPD2
T028058	chr12:6602955..6603022,-	MRPL51
T028059	chr12:6603155..6603174,+	NCAPD2
T028060	chr12:6603253..6603303,+	NCAPD2
T028080	chr12:6619381..6619395,+	SCARNA10
T028081	chr12:66217414..66217419,+	HMGA2
T028083	chr12:66218037..66218042,+	HMGA2
T028095	chr12:66218598..66218645,+	HMGA2
T028096	chr12:66218836..66218888,+	HMGA2
T028099	chr12:66220713..66220724,-	RPSAP52
T028100	chr12:66220727..66220766,-	RPSAP52
T028109	chr12:6626528..6626539,+	NCAPD2
T028120	chr12:66357317..66357328,+	HMGA2
T028121	chr12:66357586..66357600,+	HMGA2
T028126	chr12:6643676..6643693,+	GAPDH
T028128	chr12:6644397..6644439,+	GAPDH
